date,spent,recevied
2018-08-13,3666.82,3073.08
2017-05-15,2859.47,1433.1
2017-04-17,2813.66,216.8
2019-09-03,1380.37,748.44
2019-06-12,2982.87,4496.8
2019-04-11,3814.58,3816.0
2018-01-03,1484.13,3645.14
2024-11-10,,4720.61
2018-05-14,1660.26,1724.05
2021-02-25,541.58,2631.94
2018-04-09,38.39,
2022-03-09,3494.2,3413.62
2024-11-23,2059.85,1949.26
2017-03-13,3326.86,3813.32
2019-10-13,905.6,3091.62
2016-11-18,1679.87,
2024-04-07,112.45,2196.07
2022-10-13,595.07,4630.07
2023-07-12,3230.27,2055.05
2021-07-22,714.78,2889.52
2017-11-16,2916.68,4317.35
2021-12-28,3879.26,4213.89
2020-08-07,,4559.93
2023-09-25,2129.52,
2022-02-10,2464.49,
2016-10-10,3663.48,4859.37
2018-12-02,922.33,4836.06
2016-09-27,734.09,2630.66
2022-12-29,2908.23,4923.94
2020-10-11,3474.57,1682.38
2023-04-01,1965.85,4993.02
2021-03-13,2760.21,230.53
2017-11-04,1654.52,1969.66
2018-10-07,727.61,1784.37
2024-12-05,3356.17,3605.57
2023-01-23,1974.62,2463.03
2018-03-12,3052.83,145.83
2018-06-25,3991.64,660.41
2021-05-24,2701.97,3519.07
2024-03-13,2855.29,
2016-05-20,1194.89,618.66
2022-02-26,842.24,3868.17
2016-01-06,1689.59,3472.57
2021-12-20,3914.29,4216.0
2024-11-30,,2395.38
2021-01-15,,2805.49
2019-11-13,111.65,1584.04
2023-06-19,146.42,48.48
2019-02-19,189.19,272.4
2023-08-21,1106.18,3340.89
2018-01-16,2465.61,2317.73
2021-01-04,1393.0,1567.35
2016-12-11,736.38,514.9
2019-08-28,1874.95,261.26
2022-12-12,708.42,2477.79
2018-02-11,2719.22,4604.38
2021-01-03,466.13,1053.29
2020-12-13,3975.44,1370.45
2019-07-18,2379.12,1054.62
2021-01-21,3284.55,
2023-03-06,944.36,1604.39
2021-11-30,1050.8,627.8
2023-10-29,1407.58,4346.82
2022-02-18,,1532.21
2020-01-22,,4002.31
2021-04-21,374.06,4328.08
2023-11-30,3553.36,4297.37
2022-12-31,2662.2,4881.65
2016-12-04,3413.46,4520.03
2016-05-24,1766.17,3230.94
2024-07-05,2815.89,3485.3
2017-11-09,2777.37,3186.47
2020-04-20,196.16,3772.33
2022-04-15,49.46,3295.63
2017-03-02,2593.92,718.58
2023-09-30,2130.77,4209.52
2018-03-30,794.13,1568.24
2024-06-19,3730.73,851.28
2017-10-14,2737.69,212.49
2016-08-19,3029.5,4859.22
2016-08-17,465.89,314.41
2021-12-01,1247.29,3296.05
2018-09-28,3702.27,1179.02
2018-07-25,2875.51,1710.36
2024-03-07,1324.16,2508.2
2016-01-25,2260.59,3939.06
2024-09-07,1829.74,4640.59
2016-08-01,1067.64,4720.61
2022-03-29,1561.6,4888.8
2019-11-30,1657.22,804.43
2017-02-13,3506.52,821.3
2024-01-01,3492.23,4529.32
2017-08-13,3709.95,3739.38
2016-08-30,687.32,2680.64
2021-09-23,3430.59,3057.0
2022-05-05,1271.59,2893.06
2024-03-23,955.64,1887.92
2019-02-16,2649.07,2793.44
2024-05-10,3325.8,
2023-09-07,1578.56,2516.43
2020-06-24,687.91,4264.13
2017-09-18,,1137.03
2016-06-11,1219.08,1375.25
2017-12-05,2870.55,847.12
2019-05-23,453.3,3386.27
2024-06-18,506.62,3223.21
2021-04-30,2768.68,1854.31
2018-04-02,,3606.21
2019-11-07,1795.54,4171.28
2018-01-09,141.73,1000.98
2021-06-03,1618.47,871.34
2016-10-14,561.59,2434.38
2024-11-13,845.37,2421.5
2016-03-04,,1879.73
2023-06-21,3816.16,4155.06
2017-01-21,3899.86,4552.26
2019-11-11,842.18,491.86
2019-05-10,1475.6,3080.17
2016-03-15,1182.48,1147.27
2022-07-12,39.91,
2019-02-23,119.17,2580.74
2024-07-21,1778.06,2812.02
2018-04-03,568.93,159.23
2019-08-31,3802.87,960.04
2023-05-07,1961.69,4300.07
2018-07-21,,505.04
2021-07-05,242.34,3389.72
2018-01-05,2112.04,3864.07
2018-08-11,853.47,796.23
2016-10-20,1579.03,1370.67
2024-06-22,666.71,766.34
2017-12-19,,2120.19
2022-02-23,901.73,2959.57
2021-08-03,2472.51,4423.25
2020-10-30,356.67,587.77
2022-10-12,1794.54,788.74
2024-01-03,3937.42,2095.74
2020-02-16,63.82,1204.3
2023-01-29,3066.5,4755.12
2023-12-16,356.87,2927.66
2022-05-14,,4620.87
2023-06-29,1534.42,3567.91
2020-10-04,,4236.08
2022-10-13,1462.08,4294.19
2022-04-16,380.81,2228.51
2017-06-19,915.48,3563.02
2016-01-02,181.09,2865.43
2018-09-17,,2681.83
2019-07-10,2316.65,2842.86
2018-07-12,1051.78,4965.26
2022-03-21,1112.64,
2016-02-05,,3521.69
2018-11-26,,4928.02
2019-03-20,,1046.49
2022-06-30,2479.55,154.28
2018-09-30,1315.55,4743.34
2016-02-13,1345.61,4808.33
2023-06-28,3082.36,4861.62
2020-12-10,1562.77,3318.21
2019-03-16,1153.22,424.66
2019-01-07,3090.07,4855.02
2021-03-16,3889.8,2212.83
2016-08-01,,2703.26
2020-04-10,3530.14,527.57
2020-03-26,3660.31,4575.74
2016-01-04,,2448.35
2024-07-05,3876.99,4154.7
2017-10-11,3723.76,1204.65
2016-07-31,47.23,727.76
2019-01-15,507.35,2760.77
2024-05-16,3898.62,3690.29
2016-09-30,1981.4,1273.92
2022-02-10,541.37,3757.8
2023-08-25,2880.98,2015.7
2023-08-03,1612.78,3875.58
2017-09-13,74.04,2499.38
2016-12-06,2165.6,4398.86
2017-08-03,1124.52,3142.03
2021-04-22,1682.82,612.4
2020-07-07,2742.82,4411.96
2023-03-12,307.55,1358.13
2020-02-14,2551.21,
2020-07-16,1345.72,1838.62
2021-03-31,1602.8,1446.91
2016-12-17,1183.23,779.9
2017-11-30,1532.85,1582.47
2016-02-03,1144.67,193.57
2024-11-19,1348.21,4604.57
2021-02-05,1174.68,3024.05
2024-05-27,,160.75
2017-09-03,1849.91,1547.73
2018-12-31,2744.5,2317.71
2017-03-07,1277.87,3449.7
2020-12-05,2922.99,2675.32
2021-11-29,164.53,2035.36
2024-02-27,1465.07,4456.88
2018-05-30,3541.26,3583.9
2018-08-25,1738.47,4450.38
2018-12-15,3530.59,3737.82
2016-08-14,,
2016-12-13,3499.08,1107.59
2018-11-19,2768.7,3790.72
2016-11-11,330.84,851.93
2023-06-27,2749.81,401.0
2022-08-23,1506.5,3058.48
2019-11-19,1364.1,2049.66
2018-05-24,1957.7,2066.86
2022-09-02,2601.45,2277.29
2017-11-02,1799.0,1284.92
2021-10-24,,4716.79
2017-01-27,,4313.35
2023-02-08,3742.29,
2022-10-02,,1488.55
2017-12-12,2879.18,319.61
2020-04-09,3769.18,
2016-12-31,1301.87,2585.83
2017-07-24,243.14,4675.26
2018-12-30,,828.86
2018-03-30,198.01,4743.38
2023-10-04,503.97,3515.44
2023-12-09,132.96,1991.99
2022-08-29,1832.25,358.01
2024-11-07,1275.71,
2019-11-30,3947.17,4470.07
2021-08-28,405.37,1727.62
2021-09-08,3124.42,1831.76
2023-07-30,3099.82,3615.63
2019-11-14,67.43,484.55
2024-01-01,3654.76,2323.74
2019-03-14,1702.4,
2022-01-01,,955.51
2022-07-05,3951.35,1614.57
2019-06-23,,4918.95
2024-07-07,,2447.39
2023-11-21,41.97,4142.03
2020-12-21,106.15,
2020-08-18,,3817.76
2020-03-31,2513.36,569.03
2019-09-28,2464.78,671.62
2018-11-29,3415.11,1008.36
2024-01-02,3581.25,1831.78
2020-09-22,3235.32,4414.17
2018-10-21,1780.49,45.47
2016-07-02,1812.08,2463.23
2024-04-24,1015.05,1662.99
2018-06-05,2855.3,4151.63
2023-03-10,258.87,1474.67
2020-08-07,,1659.26
2019-11-14,796.44,2547.58
2017-06-10,1332.36,3440.32
2018-02-03,657.73,3372.48
2022-05-25,,4901.48
2018-09-25,971.38,4803.98
2022-10-14,,3280.59
2019-04-30,,3952.0
2019-03-06,1692.07,4328.22
2018-06-10,3085.53,3219.83
2016-06-04,1899.62,2401.9
2019-10-06,470.43,822.55
2023-01-05,1373.84,4407.58
2024-04-18,,3973.74
2023-01-09,2654.59,2979.51
2021-12-01,3357.99,3015.12
2022-10-13,1175.31,2980.78
2018-12-04,2956.57,2691.38
2016-03-31,936.66,622.5
2024-04-06,664.19,4916.34
2017-02-19,,4401.14
2017-07-25,2788.65,1259.25
2021-02-22,437.27,2707.83
2024-04-01,3468.18,1528.82
2016-12-18,1646.01,1215.51
2021-12-15,2588.18,2712.66
2018-05-02,1368.61,1022.24
2020-04-02,3151.56,1217.88
2022-02-03,1363.09,4158.26
2017-03-30,1036.66,1997.63
2019-07-12,240.92,3054.17
2020-12-27,2592.33,3075.35
2023-09-18,121.16,2369.03
2020-10-30,3945.82,2646.3
2020-01-02,673.5,2867.16
2022-09-15,2674.44,114.97
2023-09-28,2478.1,2914.32
2019-04-21,1657.0,4289.14
2019-07-10,1415.74,1447.53
2017-11-22,2424.96,4165.18
2016-12-14,3189.05,4312.89
2019-01-10,1553.29,724.79
2022-03-25,2010.04,3443.95
2017-12-02,2577.56,4570.09
2017-01-31,2246.57,1223.34
2021-04-22,,4065.8
2017-08-31,2838.69,3188.65
2018-02-15,3249.33,2426.81
2018-05-24,,4338.05
2020-06-11,,3491.9
2024-05-25,1918.31,2751.51
2018-03-02,3571.18,3195.41
2023-07-06,618.15,2337.44
2019-05-19,3523.89,2502.4
2018-05-29,1870.03,643.61
2022-07-28,243.28,1349.82
2022-12-28,2032.66,2499.47
2020-07-29,3220.33,753.37
2019-10-04,1678.24,3242.15
2023-07-23,,1821.27
2021-08-15,1581.04,1907.52
2021-06-29,2210.46,152.42
2021-05-22,,503.24
2018-10-14,3084.97,41.53
2019-03-16,914.41,98.26
2017-11-02,,4221.05
2016-08-27,3732.73,2368.11
2017-09-20,3268.71,2854.96
2021-08-28,2470.02,
2019-02-10,245.44,847.18
2019-05-27,1736.89,2256.55
2023-01-25,1526.58,1046.69
2020-08-30,762.3,2853.11
2023-05-10,3515.84,2484.44
2021-01-08,835.74,1659.58
2016-05-31,1482.56,
2021-04-15,995.38,2451.85
2016-12-23,2348.12,2875.8
2023-07-12,3914.16,4502.35
2020-10-20,2934.94,859.52
2022-07-14,2289.79,4039.88
2018-10-08,356.2,
2016-08-07,973.17,4558.2
2017-11-26,,4115.71
2018-10-21,2519.57,3084.83
2023-11-12,3380.67,2257.56
2018-09-16,1629.19,2619.6
2021-08-11,1789.76,4271.34
2024-08-29,707.59,2849.75
2021-04-28,1447.54,170.55
2016-08-29,794.96,3561.44
2023-06-21,634.03,2657.09
2021-05-24,111.34,968.41
2022-08-11,2881.53,2497.06
2018-08-17,1093.46,1346.81
2020-07-07,2746.82,2219.98
2017-03-24,684.18,4526.25
2020-02-02,1480.27,443.56
2019-01-05,1327.9,384.74
2021-11-14,1886.11,581.5
2017-12-07,3103.46,776.23
2023-08-26,1204.85,3328.44
2022-05-21,3515.95,2420.72
2023-02-22,739.25,100.64
2019-07-06,160.28,2084.73
2021-02-22,734.04,1520.23
2020-01-31,3611.42,355.67
2022-12-04,164.61,3175.16
2018-01-22,362.23,1354.44
2017-09-13,,2322.22
2020-09-18,950.21,2602.24
2020-03-12,899.07,2659.8
2022-01-18,918.21,2019.68
2017-10-20,1002.89,3003.26
2023-01-06,335.41,2642.6
2022-12-31,44.82,4637.44
2016-05-05,2220.28,4459.24
2019-04-28,878.92,1282.4
2021-05-27,397.1,
2019-04-27,3278.22,782.31
2024-01-10,1170.1,3121.11
2022-11-08,1687.01,4207.14
2018-07-12,2099.15,4985.68
2021-07-11,1918.65,3841.9
2017-06-27,3746.83,4748.09
2020-11-27,2279.27,1200.0
2018-03-11,3874.35,391.21
2017-04-04,,2322.63
2022-04-13,321.98,1905.64
2020-07-30,1473.79,3052.11
2017-08-11,,3237.01
2021-06-24,2239.99,4425.75
2023-03-18,2469.32,2008.08
2017-08-16,154.82,349.77
2019-04-20,524.82,
2019-08-30,1818.06,281.19
2024-07-26,1518.15,2545.86
2020-08-05,3030.23,
2018-01-13,2165.52,1292.09
2021-07-02,2649.44,798.98
2021-02-03,3897.0,1471.67
2022-05-13,3055.76,481.32
2024-11-27,2429.43,
2024-08-26,2151.59,4348.44
2021-08-16,3362.35,
2021-07-14,745.92,1438.84
2017-10-23,3307.13,4109.01
2020-09-30,1506.07,4869.93
2018-11-23,1429.92,2077.8
2018-04-22,2213.88,2905.59
2023-09-04,,
2022-02-16,1926.08,815.85
2016-02-29,1746.41,3857.02
2020-02-05,974.14,1537.62
2020-09-26,1185.22,1511.4
2022-07-21,3970.59,4120.9
2016-01-22,715.7,1372.18
2017-08-22,3788.43,343.63
2023-07-10,1091.88,3793.1
2022-01-19,950.12,761.97
2019-08-21,3327.06,2955.95
2021-07-07,2835.51,1256.4
2022-02-14,1556.96,4486.34
2020-11-19,3773.05,4246.62
2018-08-23,,3823.94
2020-06-30,2227.94,2730.63
2018-04-12,3492.13,4389.82
2023-08-23,1438.14,4312.76
2017-09-10,1757.09,1494.82
2017-09-13,403.82,1424.19
2024-07-05,1732.54,3109.27
2023-09-04,2333.86,4011.8
2017-04-13,3421.42,
2021-04-07,1368.03,1917.54
2023-01-10,3029.78,4561.74
2024-09-12,2545.14,2271.59
2019-06-13,426.43,197.17
2017-10-29,3791.32,2564.89
2021-07-19,3094.88,3407.37
2018-04-08,2263.5,3743.44
2017-11-30,1120.42,3773.82
2020-01-02,233.6,2062.88
2021-06-23,866.42,374.76
2021-12-20,489.39,2214.4
2020-03-08,3812.78,2086.15
2024-01-31,,3322.16
2021-04-21,3289.88,3762.06
2024-07-21,1374.54,1211.17
2016-10-30,2048.96,614.78
2022-05-18,281.17,3618.66
2021-08-05,1784.16,3013.07
2018-07-13,2382.43,372.89
2018-04-01,1335.12,3636.95
2021-08-21,780.63,4024.97
2019-10-20,,1422.53
2023-04-07,2266.39,3470.05
2021-03-28,,
2023-07-02,2392.13,3991.6
2018-09-28,3737.63,3806.45
2017-11-15,910.12,3968.9
2024-09-09,,1633.53
2024-08-08,1681.65,247.58
2024-01-01,375.24,4549.31
2021-07-21,2914.03,1550.28
2016-09-07,1578.93,1653.1
2017-08-28,,2554.83
2017-03-18,2709.94,69.76
2018-11-04,689.04,1963.94
2023-08-02,2110.19,1504.57
2020-05-08,,4246.23
2021-02-03,2359.99,4577.79
2017-02-08,1739.67,3274.75
2017-04-19,3331.86,3024.5
2018-08-05,2925.02,1704.98
2022-07-30,140.66,3816.45
2015-12-26,1495.24,4530.33
2018-08-21,420.72,2573.59
2022-03-05,1986.21,1100.8
2021-05-26,2384.41,390.34
2018-02-28,379.48,3161.66
2019-05-21,3918.62,4312.51
2024-02-14,236.58,
2022-11-16,3182.88,2118.93
2021-03-11,3823.24,997.13
2023-03-20,253.3,304.02
2024-04-25,720.13,62.9
2019-01-10,2623.78,3490.96
2016-12-24,,2653.97
2016-01-28,235.06,4981.54
2023-12-08,,4844.07
2022-05-30,2943.19,479.78
2024-01-01,,2728.36
2018-10-11,2021.27,289.97
2021-04-29,3912.99,3698.39
2022-07-13,3221.25,1578.78
2023-07-02,1640.2,867.68
2016-12-24,2082.48,4501.47
2024-11-20,1820.65,598.39
2023-02-14,1462.16,4112.48
2018-09-06,,
2024-09-23,2361.65,1090.75
2022-04-05,2265.74,2530.09
2022-02-06,,821.52
2019-12-07,581.91,4760.62
2021-12-19,607.45,3051.19
2022-05-29,,4171.1
2020-01-19,2987.94,1867.74
2019-04-03,2848.58,3615.19
2022-01-06,,239.62
2022-09-08,937.25,2089.75
2021-12-25,3011.0,1632.25
2019-08-08,3207.51,
2021-07-22,3248.1,4958.59
2023-03-12,2128.33,2449.85
2021-06-08,2231.37,3355.95
2019-10-18,,4859.93
2020-05-17,3012.63,2321.1
2022-02-11,1020.46,231.28
2017-07-30,2850.75,4928.99
2016-03-13,2104.29,2647.03
2021-05-16,,3619.49
2022-12-01,1104.51,1716.69
2021-01-04,1215.98,4693.27
2022-06-24,2151.66,4608.81
2019-03-26,2589.67,3231.15
2020-08-06,3165.26,859.76
2016-11-05,3609.02,1411.57
2022-06-25,1906.26,1959.05
2021-02-19,,58.74
2018-01-13,3206.05,3448.04
2022-12-12,,3002.23
2018-08-05,544.48,283.93
2017-08-24,,1659.76
2019-05-30,1321.66,4860.73
2017-10-11,3881.98,
2023-01-22,,3561.42
2021-05-13,2531.78,3549.04
2023-07-24,1069.16,4572.45
2017-01-08,993.38,4308.5
2020-06-06,3088.08,4450.31
2024-06-14,2700.26,991.58
2016-05-10,3414.92,2873.44
2024-09-04,665.63,112.51
2019-11-13,2018.91,3322.96
2023-08-06,3746.99,4221.22
2018-11-05,1277.26,
2018-09-07,740.4,4807.37
2015-12-21,3955.27,4264.24
2022-06-20,1458.69,2272.03
2020-03-23,41.04,4558.21
2024-12-08,1914.99,4937.34
2016-02-05,3429.02,122.69
2019-12-18,750.4,356.4
2022-04-13,941.3,1286.47
2019-05-21,,1568.46
2018-01-19,3078.97,1413.65
2023-09-14,,1552.16
2024-07-16,,3016.82
2017-04-04,2429.75,1543.25
2022-02-17,2064.32,369.55
2021-02-28,3544.05,2129.21
2021-10-07,1836.38,1126.3
2020-11-15,2107.36,4767.25
2018-09-19,3390.06,520.86
2021-01-01,690.81,539.59
2017-08-12,2924.66,2358.85
2022-08-10,2191.25,651.93
2023-07-04,109.18,4430.68
2017-11-10,1656.16,4941.66
2019-12-06,886.54,531.18
2020-08-14,3456.41,1432.58
2018-12-07,3461.96,3881.82
2022-08-21,,930.11
2016-09-02,2081.4,622.4
2022-10-08,,771.45
2018-04-03,,482.11
2022-05-06,543.23,800.48
2016-12-30,3250.87,2944.77
2022-11-14,1382.02,4612.32
2018-11-16,1067.37,3803.23
2017-01-26,2165.94,3464.69
2023-09-21,3033.56,4782.63
2020-04-10,1569.37,4629.48
2023-04-06,3823.88,4541.24
2020-06-19,1948.52,1552.8
2022-10-01,2182.12,4344.32
2023-09-04,1781.63,1072.17
2023-06-11,3503.85,3256.59
2018-10-27,2644.88,1814.2
2020-04-14,332.15,4725.6
2024-10-30,1260.37,4749.08
2023-02-16,3792.92,4279.79
2021-09-14,1596.27,523.88
2017-07-30,1910.11,3837.46
2019-06-15,80.73,1524.22
2021-01-08,2722.65,1030.36
2021-05-18,2155.04,305.43
2022-02-27,1561.64,1591.46
2022-07-27,3473.75,1821.41
2023-04-24,3200.69,2627.65
2021-04-11,401.51,4669.24
2021-11-24,616.6,777.09
2017-06-17,2750.39,217.93
2022-05-08,127.43,2242.46
2017-07-14,2178.85,271.53
2018-05-18,1277.7,372.65
2018-05-08,1536.26,3321.59
2019-11-14,3925.44,510.63
2024-01-14,,2746.8
2021-02-24,1866.15,841.97
2018-03-17,3774.71,4831.85
2018-07-05,412.52,4878.71
2020-07-26,3677.09,810.43
2017-10-16,2339.03,58.0
2022-09-20,3237.28,4088.3
2017-05-26,3697.34,588.2
2023-01-03,1753.51,1454.13
2020-04-10,2135.77,2814.01
2023-08-21,2941.6,2974.91
2024-12-03,937.24,629.7
2016-01-13,122.83,1319.15
2024-08-08,3654.93,
2016-11-26,2828.9,2181.97
2018-03-18,2815.92,3923.86
2020-08-06,769.95,1228.86
2019-02-26,,1980.35
2020-12-11,1433.27,4685.63
2022-05-02,2016.85,4990.21
2015-12-11,2502.0,2898.84
2021-01-25,1194.04,3779.39
2020-10-03,1903.39,4742.04
2020-04-19,3551.05,2385.42
2023-09-24,3134.98,117.44
2018-01-28,2671.79,198.75
2017-01-31,2490.64,4461.99
2017-01-30,3444.42,3066.63
2021-02-13,2824.29,2393.57
2022-03-22,3687.6,2645.2
2018-08-12,999.89,3741.0
2017-10-02,1175.14,4700.17
2024-08-27,206.7,2306.05
2019-06-28,2876.16,1971.14
2020-08-22,2772.8,2402.32
2019-06-26,2291.94,636.27
2021-11-05,2008.1,2579.01
2023-07-15,412.08,4278.43
2021-08-15,1223.25,3478.96
2020-11-04,1107.19,4440.66
2024-06-29,987.91,1195.62
2023-01-31,1235.47,374.79
2023-01-03,,2252.62
2021-10-10,87.23,4061.4
2023-01-18,3441.96,2123.79
2017-08-13,2971.85,1494.36
2024-06-21,,2717.77
2018-10-05,676.17,144.04
2024-01-22,,2939.33
2020-06-17,3939.82,3239.94
2016-11-02,3022.39,1924.44
2023-03-06,2325.58,748.52
2019-05-04,1585.69,4047.17
2022-05-30,790.56,
2024-08-17,2995.82,892.9
2017-12-04,2041.49,1857.44
2024-08-27,2272.27,3993.1
2022-11-28,2084.43,2189.95
2016-02-22,3579.78,332.3
2019-11-14,2638.47,4344.09
2019-08-12,2115.01,2512.66
2019-09-27,,3536.14
2022-01-30,235.51,905.96
2022-05-05,3110.0,3400.3
2022-12-08,2172.23,1480.58
2016-12-22,3094.37,771.79
2018-06-10,1913.55,514.88
2019-08-17,1708.89,3255.18
2023-10-25,1345.77,2103.04
2021-05-05,,3012.74
2019-06-15,2386.51,288.47
2023-04-24,3374.42,3135.85
2023-01-06,2203.41,1455.23
2018-03-14,1243.6,3444.3
2020-10-21,3362.75,1098.75
2023-05-13,661.02,1536.72
2021-12-17,2603.96,4148.98
2017-12-18,755.77,318.77
2016-03-13,384.22,3398.85
2021-05-20,272.17,310.78
2016-04-11,3041.7,4263.31
2020-04-29,3154.32,4133.17
2017-12-21,3480.05,2657.0
2017-03-20,3210.2,1171.21
2016-06-08,,4099.67
2017-06-05,1710.51,793.41
2020-12-28,777.38,1874.99
2023-10-22,2044.49,3656.23
2017-12-26,3460.46,
2019-02-17,2560.31,4285.08
2022-11-25,3082.88,4525.1
2024-11-28,1766.57,2396.69
2017-12-20,1904.59,4810.6
2017-12-28,2327.09,3092.83
2016-06-27,3014.74,4235.98
2018-10-07,2276.31,2524.93
2022-02-16,2536.1,1826.85
2020-12-21,1749.94,2008.13
2018-04-01,2069.72,4033.17
2016-12-10,2815.88,631.86
2016-11-15,771.06,4550.9
2020-12-12,2139.62,
2020-03-26,624.06,2585.81
2022-01-21,2947.52,3605.51
2017-07-09,1694.21,3834.17
2021-08-30,2163.36,
2016-11-02,1246.03,4537.03
2023-11-13,3228.11,
2019-11-05,1884.5,3526.1
2022-12-08,451.52,2774.72
2020-04-19,777.86,4137.79
2020-05-31,3651.39,3023.05
2023-06-22,,3440.72
2016-07-08,1015.78,3829.82
2024-04-01,570.9,3139.41
2020-08-09,2403.87,3879.12
2023-09-11,1039.29,1853.74
2023-02-03,2216.11,3484.56
2020-06-05,1986.3,4863.34
2023-09-02,2782.6,1680.5
2018-11-21,1571.37,
2019-03-02,,4265.89
2017-05-12,593.98,2787.09
2023-02-18,,4584.13
2021-06-27,2557.36,4880.91
2021-09-03,585.14,1207.37
2019-12-07,2101.65,2309.29
2023-06-07,2476.27,3499.7
2024-04-22,1761.71,2002.35
2022-10-17,1238.78,2043.31
2016-08-09,2382.33,4166.81
2017-06-24,3890.99,2548.99
2022-05-17,2350.85,305.47
2018-08-10,455.52,2626.24
2019-02-27,973.71,2612.36
2022-12-27,1357.74,2773.03
2020-11-11,1952.36,4409.19
2018-05-05,3817.84,4989.58
2017-08-01,1937.07,
2020-01-28,3477.79,3698.17
2016-02-09,3303.93,763.59
2019-04-25,110.01,
2017-06-04,,1193.46
2019-01-13,2896.74,1157.0
2017-08-19,2601.3,3737.17
2022-01-09,376.28,898.91
2023-02-10,1729.7,2814.45
2017-10-23,3257.07,4263.63
2019-09-29,2204.2,1088.62
2023-10-29,2425.15,1238.2
2021-02-28,3875.11,2902.47
2024-05-11,215.96,4440.45
2022-07-06,3685.72,694.6
2022-12-20,1294.43,786.98
2022-12-02,3188.59,2268.64
2024-02-24,985.81,3762.61
2018-09-03,1323.42,1282.78
2021-03-09,2094.01,1034.08
2017-06-12,55.34,4936.65
2018-05-22,,4899.01
2022-07-19,55.71,2222.62
2024-03-11,2043.44,4062.69
2020-04-19,823.24,2983.15
2018-11-18,1438.6,4129.83
2022-06-22,2652.26,
2022-05-16,712.02,2085.97
2023-08-21,3487.9,4423.06
2022-05-17,429.51,3740.76
2021-08-25,,972.75
2018-06-28,2567.16,3762.16
2021-09-08,1180.09,42.11
2020-09-11,577.12,4683.48
2016-11-12,171.82,2383.89
2023-01-22,357.72,2739.05
2020-09-01,3877.31,3511.05
2016-07-27,1125.82,3155.5
2021-12-29,2167.51,1102.03
2018-05-08,2596.27,
2021-04-06,3657.76,660.65
2017-02-28,2843.96,2420.53
2018-06-15,677.91,1475.97
2023-05-08,1209.14,2462.29
2022-12-07,,
2020-02-09,1711.15,564.53
2016-08-23,3648.44,2233.93
2018-12-28,3715.12,
2020-09-06,683.22,2275.47
2019-03-21,1949.95,2006.49
2018-10-08,2189.59,2200.79
2016-05-21,1122.05,4787.1
2016-05-29,1242.75,3000.76
2024-04-08,,3318.97
2018-07-30,296.13,2239.1
2023-09-07,2332.15,4465.32
2018-01-25,32.0,1735.25
2017-07-14,1181.38,1450.76
2016-06-10,964.78,3900.36
2024-03-26,1684.0,1923.63
2020-09-10,,2298.3
2017-06-27,1695.84,3661.08
2024-05-21,357.79,3665.18
2019-07-02,54.41,2961.39
2020-09-23,956.38,4862.66
2020-03-25,1009.49,3533.86
2022-03-04,2826.44,3440.88
2024-04-08,,2818.38
2023-02-22,319.3,330.02
2023-12-07,823.27,1309.22
2021-11-29,2398.37,1784.56
2022-06-28,669.29,4626.49
2021-11-03,2264.93,
2024-01-29,,1969.37
2022-01-18,404.57,2036.84
2019-06-22,962.43,4530.93
2023-10-01,3212.76,101.07
2016-05-29,3049.5,
2021-01-28,2671.41,3486.45
2019-06-28,2990.93,373.98
2018-01-03,3948.34,203.71
2019-03-30,3311.14,135.9
2021-03-29,970.24,419.99
2023-04-22,595.64,4940.05
2020-10-13,2734.9,2099.92
2020-04-15,1947.12,3792.62
2024-09-13,,1137.47
2017-04-12,3056.55,734.14
2020-05-22,72.75,1877.82
2019-09-05,896.85,1805.15
2024-07-12,984.14,4748.29
2016-03-12,2550.86,335.79
2016-12-31,3369.71,199.27
2018-03-19,184.98,209.83
2016-04-13,2556.51,2427.26
2018-10-21,,1743.19
2024-02-05,1291.63,2127.96
2016-09-18,,3903.3
2020-01-03,1453.35,
2015-12-14,,4902.02
2019-02-19,2601.69,3642.75
2015-12-16,714.87,1362.62
2016-09-14,712.94,3025.83
2017-11-07,2889.61,4310.48
2018-09-06,513.79,3831.31
2020-01-01,,1001.24
2021-12-10,3522.45,2562.34
2016-06-14,,2621.68
2016-06-24,3875.08,3203.63
2019-04-21,,3980.79
2021-11-12,3157.77,1150.23
2021-10-19,348.54,1131.84
2018-07-23,,1358.07
2019-08-31,33.67,4529.1
2020-02-02,97.75,2580.44
2019-06-06,828.09,2109.04
2019-06-25,,1892.38
2017-07-28,1195.53,
2023-09-10,2773.52,72.51
2017-01-07,2222.81,2493.14
2019-07-15,3378.13,2220.31
2017-09-17,,
2024-01-13,1466.25,2976.34
2022-03-18,,4751.32
2019-10-01,987.25,3451.3
2019-03-11,103.58,1857.33
2018-08-16,920.22,3720.8
2017-11-01,3006.57,472.52
2018-12-28,1107.46,474.27
2018-11-23,2972.16,3194.31
2021-09-08,226.28,4315.38
2018-10-13,1200.27,87.33
2018-11-15,1114.75,662.65
2016-06-19,2051.56,2606.66
2023-01-10,596.34,2896.51
2018-11-08,1970.92,2112.12
2021-07-09,,1501.68
2023-08-31,2408.99,105.29
2016-03-28,2895.14,2955.32
2022-11-16,1185.91,1880.47
2022-08-28,3072.67,4278.08
2020-12-01,3368.51,1400.46
2017-07-12,1931.9,3085.66
2022-11-29,1099.32,203.05
2022-08-04,1141.27,3372.66
2022-09-14,612.37,2104.36
2017-04-10,1494.37,3930.41
